Involvement ID;Investor ID Downstream;Investor Name Downstream;Investor ID Upstream;Investor Name Upstream;Relation type;Investment type;Ownership share;Loan amount;Loan currency;Loan date;Comment
954;36005;Unknown (Jan-Kasal Company);1389;Jan-Kasal Company;Parent company;;100.0;;;;
955;36006;Unknown (ZJS International Company);3174;ZJS International Company;Parent company;;;;;;
957;36008;Unknown (Tunslaq Nig. Ltd);3173;Tunslaq Nigeria Limited;Parent company;;;;;;
958;36009;Unknown (Dana Foods Ltd);1393;Dana Foods Ltd;Parent company;;;;;;
959;36010;Unknown (Future Energy Ltd.);1394;Future Energy Ltd.;Parent company;;;;;;
963;36015;Unknown (Vietnam Africa Agricultural Development Company);1399;Vietnam Africa Agricultural Development Company (VAADCO);Parent company;;;;;;
964;36050;Equatoria Teak Company;1916;Maris Capital;Parent company;;;;;;
965;36017;Unknown (Viscount Energy);1401;Viscount Energy;Parent company;;;;;;
967;36021;Rwanda Biofuels Ltd.;2244;Eco-Fuel Global;Parent company;;;;;;
968;36021;Rwanda Biofuels Ltd.;2245;Eco-Positive Ltd;Parent company;;;;;;
970;36025;Unknown (Hail Agricultural Development Company (HADCO));1411;Hail Agricultural Development Company (HADCO);Parent company;;100.0;;;;
971;36026;Unknown (Jenat);1412;Jannat Agricultural Investment Company;Parent company;;;;;;
975;36042;Unknown (Aweil Rice Scheme (donor funding from EU, GTZ implements));1914;Ministry of Agriculture Northern Bahr-el-Ghazal State;Parent company;;;;;;
976;36043;Unknown (Egyptian Irrigation Scheme);891;Government of Egypt;Parent company;;;;;;
977;36045;Unknown (Yen Thumb Group);1436;Yen Thumb Group;Parent company;;;;;;
978;36046;Eastern Equatorial State Ministry of Wildlife;1437;EES Ministry of Wildlife;Parent company;;;;;;
979;36047;Unknown (M.A.J Foundation);1438;M.A.J Foundation;Parent company;;;;;;
980;36053;Unknown (DATONG Enterprises);1447;DATONG Enterprises;Parent company;;100.0;;;;
1005;36055;Unknown (AgroAfrica AS);1449;AgroAfrica AS;Parent company;;100.0;;;;
1006;36106;Unknown (Yes Bank (on behalf of clients in the food production industry));1504;Yes Bank (on behalf of clients in the food production industry);Parent company;;;;;;
1007;36054;Unknown (Dangote Industries);1448;Dangote Industries;Parent company;;100.0;;;;
1008;36062;Mozdahir Energies;2441;Mozdahir;Parent company;;;;;;
1014;36075;Unknown (Bioking);1470;Bioking;Parent company;;100.0;;;;
1018;36083;Unknown (Sierra Gold Corporation);1478;Sierra Gold Corporation;Parent company;;;;;;
1019;36091;USA Distillers Pty Ltd;1488;USA Distillers;Parent company;;;;;;
1022;36104;Unknown (Ortello Business Corporation);1502;Ortello Business Corporation;Parent company;;;;;;
1026;36108;Unknown (Korea Rural Community Corporation (KRC));1506;Korea Rural Community Crop (KRC);Parent company;;;;;;
1027;36108;Unknown (Korea Rural Community Corporation (KRC));1494;Rufiji Basin Development Authority (RUBADA);Parent company;;;;;;
1032;36116;Unknown (African Green Oils);3178;African Green Oils;Parent company;;100.0;;;;
1035;36121;Kilimanjaro aloe vera  plantation Ltd.;2707;Kilimanjaro aloe vera  plantation Ltd (British);Parent company;;;;;;
1040;36133;Mtibwa Sugar Estate Ltd;1535;Super Group of Companies Ltd.;Parent company;;;;;;
1086;36152;Unknown (Government, Unnamed investor 265);891;Government of Egypt;Parent company;;;;;;
1087;36152;Unknown (Government, Unnamed investor 265);1556;Unnamed investor 265;Parent company;;;;;;
1088;36151;Unknown (Holland Dairies);2591;Katani Ltd.;Parent company;;;;;;
1089;36151;Unknown (Holland Dairies);1554;K.I. Samen B.V.;Parent company;;;;;;
1090;36151;Unknown (Holland Dairies);1555;Holland Dairies;Parent company;;;;;;
1091;36151;Unknown (Holland Dairies);2590;Tanga Dairies Cooperative Union;Parent company;;;;;;
1094;36157;Unknown (Unnamed investor 268);1561;Unnamed investor 268;Parent company;;;;;;
1097;36164;Unknown (Forests Absorbing Carbon-dioxide Emissions);1568;Forests Absorbing Carbon-dioxide Emissions;Parent company;;;;;;
1103;36181;Unknown (La région de Bruxelles la Capitale);1583;La région de Bruxelles la Capitale;Parent company;;100.0;;;;
1104;36182;Mayumbe SCAM;1584;Groupe Blattner Elwyn;Parent company;;;;;;
1110;36197;Unknown (Unnamed investor 284);1600;Unnamed investor 284;Parent company;;;;;;
1112;36203;Unknown (AG-Zam);1606;AG-Zam;Parent company;;100.0;;;;
1116;36219;Unknown (Vatukoula Gold Mines ( Before called River Diamonds PLC));1623;Vatukoula Gold Mines ( Before called River Diamonds PLC);Parent company;;;;;;
1117;36245;Unknown (President Obasanjo);1648;President Obasanjo;Parent company;;;;;;
1161;36269;Unknown (Delta Petroli);1672;Delta Petroli;Parent company;;;;;;
1165;36276;Unknown (Communauté economique des etats de l'Africa de l'Ouest (CEDEAO));1680;Communauté economique des etats de l'Africa de l'Ouest (CEDEAO);Parent company;;;;;;
1168;36283;Unknown (Mauritius Ministry of Agro Industry, VitaGrain);1687;Mauritius Ministry of Agro Industry;Parent company;;;;;;
1169;36283;Unknown (Mauritius Ministry of Agro Industry, VitaGrain);1500;VitaGrain;Parent company;;;;;;
1172;36292;Unknown (Unnamed investor 304);1697;Unnamed investor 304;Parent company;;;;;;
1173;36303;Unknown (Sayegh Group);1709;Sayegh Group;Parent company;;;;;;
1175;36308;Unknown (Zayed al Khair);1714;Zayed al Khair;Parent company;;;;;;
1182;36325;Unknown (Moçambique Safaris);1732;Moçambique Safaris;Parent company;;;;;;
1183;36326;Unknown (Aderito Augusto Parra);1733;Aderito Augusto Parra;Parent company;;;;;;
1185;36330;Unknown (Gaza Safaris Lda);1736;Gaza Safaris Lda;Parent company;;;;;;
1187;36332;Unknown (Chicualacuala Agri-Farms, Limitada);1738;Chicualacuala Agri-Farms, Limitada;Parent company;;;;;;
1188;36336;Unknown (Sociedade Agro Pec. Mapulangue Sarl);1742;Sociedade Agro Pec. Mapulangue Sarl;Parent company;;;;;;
1191;36341;Unknown (Bonafarm Group);1746;Bonafarm Group;Parent company;;100.0;;;;
1234;36342;Zambia Sugar Plc;1225;Illovo Sugar Ltd;Parent company;;82.0;;;;Zambia Sugar is listed on the Lusaka Securities Exchange (LuSE) with 25% held as free float by institutional and private investors. 75% of the Company’s shares are held by the Illovo Sugar Africa Group.
1235;36343;Unknown (Sepahan Afrique);1748;Sepahan Afrique;Parent company;;;;;;
1236;36346;Unknown (Grynberg Petroleum, MOST Ethanol Co);1753;Grynberg Petroleum;Parent company;;;;;;
1238;36350;Win-Agri Sierra Leone;2447;Windcliffe;Parent company;;;;;;
1242;36356;Macs-in-Moz;1765;Amorentia Estate;Parent company;;100.0;;;;
1244;36361;Unknown (Nasseria Investments);1770;Nasseria Investments;Parent company;;;;;;
1245;36364;Episteme Mozambique Lda;1773;Baobab Resources PLC;Parent company;;;;;;
1246;36364;Episteme Mozambique Lda;2289;Episteme Partners (Pty);Parent company;;;;;;
1247;36365;Southern African Oils;1774;Sogein;Parent company;;;;;;
1250;36369;Unknown (Rizhao Sunway International);1778;Rizhao Sunway International;Parent company;;100.0;;;;
1252;36373;Unknown (G-group);1782;G-group;Parent company;;100.0;;;;
1257;36401;Eco-Energy Vietnam;1826;Eco-Carbone;Parent company;;79.0;;;;
1258;36403;Okitipupa Oil Palm Plc;1820;Ondo State Government;Parent company;;34.0;;;;
1259;36403;Okitipupa Oil Palm Plc;1828;Estaport Farms Ltd;Parent company;;34.0;;;;
1266;36353;Tree Farms Sudan Ltd;1293;Green Resources AS;Parent company;;;;;;
1267;36435;Unknown (Nitol-Niloy Group);1863;Nitol-Niloy Group;Parent company;;;;;;
1268;36438;Kibimba Rice Company;1866;Tilda Rice Company;Parent company;;20.0;;;;
1269;36443;Unknown (Bhati Bangla Agrotec);1875;Bhati Bangla Agrotec;Parent company;;;;;;
1270;36444;Unknown (Fuel Ethanol and Agricultural Plantation);1876;Fuel Ethanol and Agricultural Plantation;Parent company;;;;;;
1272;36447;Ramu Agri Industries Ltd (RAIL);1879;New Britain Palm Oil Limitted (NBPOL);Parent company;;;;;;
1274;36451;Unknown (Piet Kemp);1882;Piet Kemp;Parent company;;;;;;
1275;36455;Unknown (Blue Sky Uranium Corp);1889;Blue Sky Uranium Corp;Parent company;;100.0;;;;
1276;36456;Cosmo Oil Co. Ltd.;1890;Cosmo Oil Company, Limited;Parent company;;;;;;
1319;36560;Unknown (SODHAI, Unnamed investor 153);979;Unnamed investor 153;Parent company;;;;;;
1320;36560;Unknown (SODHAI, Unnamed investor 153);2024;SODHAI;Parent company;;;;;;
1321;36562;Unknown (J Bet);2026;J Bet;Parent company;;;;;;
1323;36509;Unknown (Societe Djiboutienne de Securite Alimentaire);1954;Societe Djiboutienne de Securite Alimentaire;Parent company;;;;;;
1328;36515;Unknown (Cevital);1960;Cevital;Parent company;;;;;;
1329;36516;Plantation J. Eglin SA;1961;Société Internationale de Plantations et de Finance (SIPEF);Parent company;;;;;;
1331;35256;Adani Power Private Ltd;2211;Adani Group;Parent company;;;;;;
1332;36574;Unknown (Lesa PLC);2040;Lesa PLC;Parent company;;;;;;
1337;36547;Koulikoro Biocarburant SA;1996;Koninklijk Instituut voor de Tropen (KIT);Parent company;;20.0;;;;
1338;36547;Koulikoro Biocarburant SA;1997;Union of jatropha producers' cooperative in Koulikoro;Parent company;;20.0;;;;
1339;36547;Koulikoro Biocarburant SA;1249;Dutch Developer;Parent company;;20.0;;;;
1349;36565;Unknown (And-Net International Trading Company);2027;And-Net International Trading Company;Parent company;;100.0;;;;
1355;36812;Serendipalm Co. Ltd.;2221;Dr. Bronner;Parent company;;;;;;
1358;36569;Unknown (Gashaw Tahir);2032;Gashaw Tahir;Parent company;;;;;;
1360;36571;Unknown (H.I.M Institute of Higher Studies and Agro Industry PLC);2035;H.I.M Institute of Higher Studies and Agro Industry PLC;Parent company;;;;;;
1361;36572;Sino Lao Aluminum Company Limited (Slaco);2036;Italian-Thai Public Company Limited;Parent company;;51.0;;;;
1362;36572;Sino Lao Aluminum Company Limited (Slaco);2037;Lao Services Co. Ltd;Parent company;;10.0;;;;
1363;36572;Sino Lao Aluminum Company Limited (Slaco);3004;Aluminum Corporation of China (CHINALCO)_;Parent company;;51.0;;;;
1364;36572;Sino Lao Aluminum Company Limited (Slaco);3144;Ruouy Chai International Group;Parent company;;51.0;;;;
1368;36575;Unknown (Mima Holding GmbH);2041;Mima Holding GmbH;Parent company;;;;;;
1369;36576;Unknown (Mulatu Ferede);2042;Mulatu Ferede;Parent company;;;;;;
1370;36577;Unknown (Ozyak Oskodans Plc);2043;Ozyak Oskodans Plc;Parent company;;;;;;
1371;36577;Unknown (Ozyak Oskodans Plc);2613;Unknown (#158835);Parent company;;;;;;
1372;36578;Unknown (Picollo Renato);2044;Picollo Renato;Parent company;;;;;;
1375;36582;True Happiness Group;2064;S.A.E. Afikim (Afimilk);Parent company;;;;;;
1376;36585;NINT Agri Plc;2413;Neha International;Parent company;;100.0;;;;
1377;36586;Global Energy Ethiopia;2068;Presaco Investments Ltd;Parent company;;100.0;;;;
1378;36592;Envalor Limitade;2083;InfraCo;Parent company;;;;;;
1379;36596;Unknown (Şems Foreign Trade Industry Ltd.);2088;Şems Foreign Trade Industry Ltd.;Parent company;;;;;;
1380;36598;Unknown (Hasat Hud);2091;Hasat Hud;Parent company;;;;;;
1381;36599;Unknown (Agritech);958;Agritech;Parent company;;;;;;
1382;36603;BIOENERGIA MOÇAMBIQUE;1115;Moncada Energy Group SRL;Parent company;;100.0;;;;
1419;36655;D1 Williamson Magor Bio Fuel Limited;2120;Williamson Magor & Co. Limited;Parent company;;;;;;
1420;36655;D1 Williamson Magor Bio Fuel Limited;170;NEOS Resources PLC;Parent company;;;;;;
1425;36660;Unknown (Kuwait Investment Authority (KIA));339;Kuwait Investment Authority (KIA);Parent company;;;;;;
1431;36699;HUOR LING (Cambodia) International Insurance;2165;Huor Ling;Parent company;;;;;;
1433;36702;Pacific Grand Joint-stock Company Limited;2203;Gemadept;Parent company;;;;;;
1449;36710;Unknown (Long Van 28);2168;Long Van 28;Parent company;;;;;;
1450;36716;Neha Agri Senegal SUARL;2413;Neha International;Parent company;;100.0;;;;
1452;36720;Unknown (Plantations Verte);2174;Plantations Verte;Parent company;;;;;;
1453;36722;Unknown (Afrique Energy);3167;Afrique Énergies Nouvelles;Parent company;;;;;;
1454;36723;Unknown (Mitsui, Petrobras);933;Petrobras;Parent company;;;;;;
1455;36723;Unknown (Mitsui, Petrobras);682;Mitsui;Parent company;;;;;;
1456;36724;Unknown (Primus Agri Products);2177;Primus Agri Products;Parent company;;;;;;
1459;36736;Unknown (Bronzeoak, Satria);453;Bronzeoak Group;Parent company;;;;;;
1460;36736;Unknown (Bronzeoak, Satria);2181;Satria;Parent company;;;;;;
1461;36737;Minerals Energy Commodities Holding (MEC);2183;RAK Investment Authority (RAKIA);Parent company;;;;;;
1462;36737;Minerals Energy Commodities Holding (MEC);2182;Trimex;Parent company;;;;;;
1463;36757;Pacific Pearl Joint-Stock Company Limited;2203;Gemadept;Parent company;;;;;;
1469;36760;Pacific Lotus Joint-Stock Company Limited;2203;Gemadept;Parent company;;;;;;
1470;36762;Pacific Pride Joint-Stock;2203;Gemadept;Parent company;;;;;;
1471;36765;Dominion Farms Nigeria Ltd;1148;The Dominion Group;Parent company;;100.0;;;;
1472;36768;Domaine de Katale;1902;Orgaman;Parent company;;;;;;
1474;36772;Busira Lomami Orientale;1584;Groupe Blattner Elwyn;Parent company;;;;;;
1478;36778;Proef;1955;Eurico Ferreira;Parent company;;100.0;;;;
1479;36779;Sun Care Fuels Thai Co.;2206;Sun Care Fuels Co.;Parent company;;;;;;
1480;36779;Sun Care Fuels Thai Co.;2207;Utic Foods Co. Ltd.;Parent company;;;;;;
1484;36793;Société des Elevages du Bandundu Occidental (SEBO);1902;Orgaman;Parent company;;100.0;;;;
1486;36798;Cheng Ly Investment Co., Ltd;2156;Unknown (#158291);Parent company;;;;;;
1487;36803;Dai Dong Yoeurng Commercial Yornh Stock Co., Ltd;2156;Unknown (#158291);Parent company;;;;;;
1492;36743;EJ & J Investment Corporation;2189;Malavasi Logging;Parent company;;30.0;;;;
1493;36769;SIFORCO;1584;Groupe Blattner Elwyn;Parent company;;100.0;;;;
1507;36828;SUCAF RCA;974;Somdiaa;Parent company;;;;;;
1508;36831;Unknown (CIC Mining Resources  Ltda);2236;CIC Mining Resources  Ltda;Parent company;;100.0;;;;
1510;36837;Base Titanium Ltd;2039;Base Resource Ltd;Parent company;;100.0;;;;
1513;36841;PT Harapan Sawit Lestari;146;Cargill;Parent company;;100.0;;;;
1514;36852;BioShape Tanzania Ltd;1507;Bioshape Holding;Parent company;;;;;;
1515;36855;Africa Biofuel and Emission Reduction Company [Tanzania] Ltd;1514;Africa Biofuel and Emission Reduction Company [East Africa] Ltd. (ABEA);Parent company;;50.0;;;;
1516;36855;Africa Biofuel and Emission Reduction Company [Tanzania] Ltd;2702;National  Investment Company Ltd  (NICO);Parent company;;50.0;;;;
1520;36875;Unknown (Lin Changming (business man));1590;Lin Changming;Parent company;;100.0;;;;
1524;36879;Unknown (Yuan Longping High-Tech Agricultural Company);1591;Yuan Longping High-Tech Agricultural Company;Parent company;;;;;;
1525;36883;Unknown (UNKNOWN);2251;UNKNOWN;Parent company;;;;;;
1531;36895;Dau Thieng (Cambodia) Rubber Development Co., Ltd;2257;Dau Tieng Rubber One Member Co., Ltd.;Parent company;;;;;;
1534;36900;PT Dongin Prabhawa;2260;Korindo Group;Parent company;;;;;;
1535;36901;PT Indosawit Lestari;2260;Korindo Group;Parent company;;;;;;
1540;36915;Distinct Harvest (Cambodia) Co.,Ltd;2267;Lion Forest Industries Berhad;Parent company;;;;;;
1541;36919;Eminent Elite (Cambodia) Co.,Ltd;2267;Lion Forest Industries Berhad;Parent company;;;;;;
1542;36922;A.D. Serviços Lda;1316;Soc. A.D. Serviços, Lda;Parent company;;;;;;
1543;36926;Green Choice (Cambodia) Co.,Limited;2267;Lion Forest Industries Berhad;Parent company;;;;;;
1557;36935;Sun Mozambique;1681;Highbury Finance;Parent company;;100.0;;;;
1558;36936;Mozambique Principle Energy Limitada;1682;Principle Capital;Parent company;;;;;;
1560;36940;Mutemba (Gaza) Safaris;1737;Wayne Wagner Safaris;Parent company;;;;;;
1576;36958;Unknown (Al Salam Bank-Bahrain (B.S.C.), Charoen Pokphand );486;Al Salam Bank-Bahrain (B.S.C.);Parent company;;;;;;
1577;36958;Unknown (Al Salam Bank-Bahrain (B.S.C.), Charoen Pokphand );498;Charoen Pokphand Group Co., Ltd. (CP Group);Parent company;;;;;;
1578;36959;Unknown (Veasna Investment);2294;Veasna Investment;Parent company;;;;;;
1579;36960;KAO SU EA LEV BM YOY STOCK;2162;Unknown (#158297);Parent company;;;;;;
1583;36974;MDS Thmorda SEZ Co., Ltd;2266;Unknown (#158437);Parent company;;;;;;
1584;36974;MDS Thmorda SEZ Co., Ltd;2300;MDS Investment Group;Parent company;;;;;;
1587;36981;Ruy Feng(Cambodia) International Company Limited;2303;Hengfu Sugar Group;Parent company;;;;;;
1588;36985;Lan Feng (Cambodia) International Company Limited;2307;Unknown (#158488);Parent company;;;;;;
1589;36992;Unknown (Liu JianJun);1864;Liu JianJun;Parent company;;100.0;;;;
1591;37000;Unknown (Qube Lanka Leisure Properties);2331;Qube Lanka Leisure Properties Pvt Ltd;Parent company;;;;;;
1594;37013;Unknown (Scimitar Oryx Partners Limited);2350;Scimitar Oryx Partners Limited;Parent company;;;;;;
1596;37017;Tay Ninh Kratie Sugar Company Limited;2361;Bien Hoa Sugar Joint Stock Company;Parent company;;;;;;
1598;37022;PT Karya Makmur Sejahtera;2351;Carson Cumberbatch PLC;Parent company;;;;;;
1599;37026;PT Agro Wana Lestari;2351;Carson Cumberbatch PLC;Parent company;;;;;;
1603;37031;Union Develoment Group Co., Ltd;2364;Union Development Group;Parent company;;;;;;
1623;37060;Unknown (Nadec);1650;Nadec;Parent company;;;;;;Nadec is led by the wealthy Saudi al-Rajhi family and is 20 percent owned by the finance ministry's Public Investment Fund (PIF)
1624;37068;Unknown (Lucky Group);2373;Lucky Group;Parent company;;;;;;
1625;37069;Unknown (Iranian State);2374;Iranian State;Parent company;;;;;;
1626;37072;Perpetual Shipping Ltd;2912;Columbus Profits;Parent company;;;;;;
1627;37072;Perpetual Shipping Ltd;2911;Portaferry Limited;Parent company;;;;;;
1628;37073;Cassava Etagon Why Ltd;1880;Changhae Ethanol Co., Ltd.;Parent company;;;;;;
1631;37082;Sucaf Gabon;974;Somdiaa;Parent company;;100.0;;;;
1632;37086;PT Riau Agrindo Agung (RAA);2372;Anglo-Eastern Plantations Plc;Parent company;;95.0;;;;
1633;37095;Unknown (Government of the Gyeonggi Province);2386;Government of the Gyeonggi Province;Parent company;;;;;;
1635;37098;PT Empat Lawang Agro Perkasa (ELAP);2372;Anglo-Eastern Plantations Plc;Parent company;;95.0;;;;
1636;37099;PT Karya Kencana Sentosa Tiga (KKST);2372;Anglo-Eastern Plantations Plc;Parent company;;95.0;;;;
