ID;Deal ID;Contract number;Contract date;Contract expiration date;Duration of the agreement;Comment on contract
7XTxbt2V;10636;;;;35;Canopy Energies has secured control over communal lands through a 35-year renewable lease contract with the municipality of Vohitranivona.
Q13eUeIz;10659;;;;;A financing transaction between Offset8 Capital Limited (Abu Dhabi) and iRise (Malawi), with Malawi issuing a Letter of Authorization (LOA) for carbon credit trading under the UN Paris Agreement
XPW9MEBw;10660;;;;50;"
 The subsidiary is now fully  funded to begin significant logging operations on its 50-year concessions."
Aj1ep3SG;10661;;2017;2067;50;Long-term 50-year contracts under sustainable forestry guidelines
VOv5qo8D;10662;;2012;;50;50-year concession agreement for sustainable forestry management.
Gz1PIFig;10663;;2012;;50;50-year concession agreement for sustainable forestry management.
kDg6tmwI;10664;;2012;;50;Long-term 50-year contracts under sustainable forestry guidelines
EwAT6xDE;10665;;2012;;50;"
50-year concession agreement for sustainable forestry management."
6Nd5876l;10666;;;;50;"50-year concession agreement for sustainable forestry management.
"
CurCuykf;10668;;;;17;
U6z62e2q;10670;;2012;;50; The subsidiary is now fully  funded to begin significant logging operations on its 50-year concessions.
CCuIuS5R;10677;;;;25;The construction of the project will last for 18 months. 
f850N087;10678;;;;;The contract is a public-private partnership (PPP) between the Niger State Government and the two Chinese companies, focusing on the establishment and operation of the agro-industrial zone.
1-3qtdJM;10680;;;;;According to the MoU, the construction phase will complete in 1-2 years. 
eaKjX55F;10681;SK.395/Menhut-II/2012;2012-07-24;2072;60;UPHHK-RE License to  PT. Gemilang Cipta Nusantara (PT. GCN) for an area of 20,265 ha.
5P562fTv;10681;SK.747/Menhut-II/2014 ;2014-09-15;2074;60;IUPHHK-RE License to PT. The Best One Unitimber (PT. TBOT) for an area of 39.412ha
A1FRoiLM;10681;SK.162/Menhut-II/2014;2014-02-18;2074;60;IUPHHK-RE License to PT. Sinar Mutiara Nusantara (PT. SMN) for an area of 32.830ha
TTMZUXCQ;10681;SK.230/Menhut-II/2014 ;2014-03-14;2074;60;IUPHHK-RE License to PT. Global Alam Nusantara (PT. GAN) for an area of 36,850 ha
BBRq8BRA;10688;;;;30;The construction was expected to complete within 18 months. 
yPtRqZLZ;10695;;;;20;"Establishment Year: 2012
Project lifespan: 20 years (PPA with NEPCO)"
ok-RU1SA;10696;;;;25;This duration is indicated according to Lao Law. 
-X7cUmR8;10699;Acuerdo Ministerial No. 054-EMC-M-044-2023;2023-11-21;2048-11-20;25;"Contract available at: https://www.lagaceta.gob.ni/la-gaceta-n%C2%BA-229-lunes-18-de-diciembre-de-2023/ 
Pp. 14935-14938"
zsz310Vy;10702;Acuerdo Ministerial No. 017-EMC-M-022-2023;2023-10-10;2023-10-09;25;The source of the info is the publication on the Nicaraguan official Gazzette (La Gaceta). The pages of interest are: 11063 to 11066.
N2MtRawE;10703;Acuerdo Ministerial No. 041-EMC-M-032-2023;2023-10-31;2023-10-30;25;The source of the info is the publication on the Nicaraguan official Gazzette (La Gaceta). The pages of interest are: 15037 to 15040
ZCA1BHC_;10704;Acuerdo Ministerial No. 042-EMC-M-033-2023;2023-10-31;2048-10-30;25;The source of the info is the publication on the Nicaraguan official Gazzette (La Gaceta). The pages of interest are: 15041 to 15043.
PLgPz4i_;10706;Acuerdo Ministerial No. 044-EMC-M-035-2023;2023-10-31;2048-10-30;25;The source of the info is the publication on the Nicaraguan official Gazzette (La Gaceta). The pages of interest are: 15046 to 15049.
3nMKLNaC;10709;Acuerdo Ministerial No. 053-EMC-M-041-2023;2023-11-24;2048-11-23;25;The source of the info is the publication on the Nicaraguan official Gazzette (La Gaceta). The pages of interest are: 15175 to 15178.
xFqoUNL4;10712;Acuerdo Ministerial No. 016-EMC-M-007-2024;2024-05-20;2049-05-19;25;The source of the info is the publication on the Nicaraguan official Gazzette (La Gaceta). The pages of interest are: 5396 to 5399.
aZJQB4iw;10713;Acuerdo Ministerial No. 004-DM-003-2024;2024-03-15;2049-03-15;25;The source of the info is the publication on the Nicaraguan official Gazzette (La Gaceta). The pages of interest are: 4218 to 4221.
EsrGC2AP;10714;Acuerdo Ministerial No. 003-DM-002-2024;2024-02-27;2049-02-26;25;The source of the info is the publication on the Nicaraguan official Gazzette (La Gaceta). The pages of interest are: 3817 to 3820.
8xCDx2Ij;10715;Acuerdo Ministerial No. 037-EMC-022-2024;2024-08-12;2049-08-11;25;The source of the info is the publication on the Nicaraguan official Gazzette (La Gaceta). The pages of interest are: 8521 to 8524.
hRWVJnyk;10726;Environmental Permit Number: 06/ILK/DPM-PTSP/II/2017;;;;"Environmental Permit Number: 06/ILK/DPM-PTSP/II/2017, issued by the Government of Minahasa Utara Regency dated 22 February 2017 remain valid as long as no revision or major changes on the process production and capacity; "
9_vl-aCs;10729;;;;20;The project was commissioned in May 2019. The power plant, located in Tay Ninh, Vietnam, is expected to be in stable operation, producing electricity under 20-year power purchase agreements (PPAs) with state-run Electricity of Vietnam (EVN). The power generated from the project is sold to Vietnam Electricity under a power purchase agreement. The power is sold at the rate of $0.093kWh for a period of 20.00 years, starting from 2019.
5yTgf47f;10730;;;;;contract not available
ParGHo-B;10750;;2019-6-27;;20;"The project got commissioned in June 2019.

The power generated from the project is sold to Vietnam Electricity under a power purchase agreement. The power is sold at the rate of $0.093kWh for a period of 20.00 years, starting from 2019."
3fifKGXz;10759;116 ;;;25;The project’s lifetime is 25 years.
OtVISBWF;10761;;2020-12-10;;;Gio Thanh 2 solar power plant was granted Investment Policy Decision No. 364/QD-UBND by the People’s Committee of Quang Tri Province on February 22, 2019, with a total capacity of 50 MWp, a power output: 63.58 MWh/year and a total investment of 1,110 billion VND. The project was started on June 26, 2019 and completed energizing and put into commercial operation officially from December 10, 2020.
qtRHxV-0;10771;;2022;2043;21;"The power generated from the project is sold to Tenaga Nasional under a power purchase agreement for a period of 21 years from 2022. The contracted capacity is 100MW.

Source: power-technology.com"
zGqRPT1x;10773;;1997-09-10;2096-09-09;99;The project area is categorised as Class I forest which is a protected forest type, and this legal status is permanent, the legal agreement of the implementation of management practices in the project area is with PP for at least 30 years. Yayasan Sabah on a 99-year lease arrangement with the Sabah Forestry Department (acting on behalf of the State Government of Sabah) has taken the land for project development and implementation
gNxhDgfj;10777;;2021-12-29;2041-12-28;20;It has been sponsored by Energon Renewables Bangladesh Limited (ERBL), a subsidiary of Orion Group, as a private Independent Power Producer (IPP) for 20 years. The sponsor declared its Commercial Operation Date (COD) on 29 December 2021, and, as per schedule, the power plant will retire on 28 December 2041.
EWePzxCL;10781;;;;25;The Gabal El-Zeit wind farm agreement involves Actis acquiring the asset with a 25-year land usage arrangement. As it has been mentioned that the buyer will also have the right to use the land for 25 years.
W_cAfsAF;10785;;2022;;25;The power generated from the project is sold to Maharashtra State Electricity Distribution under a power purchase agreement. The power is sold at the rate of $0.041kWh for a period of 25 years, starting from 2022. The contracted capacity is 300MW.
TNH1WjBy;10786;;;;;The project construction is expected to commence from 2024. Subsequent to that it will enter into commercial operation by 2026.
abgGp1um;10787;;2023-08;2048-07;25;"Contract Duration: 25 years (renewable)
 The Congolese government canceled the concession due to violations of land law.
"
qpijz-YO;10789;;2020-07;2070-07;50;The government granted the company a 50-year land lease
9CE-V15P;10790;;2022;2047;25;NTPC will offtake this power under a 25-year PPA for onward sale to Madhya Pradesh Power Management Company and Puducherry Electricity Department.
pqpgtWv_;10794;;;;20;The Power plant profile states that the project has a power purchase agreement (PPA) with Da Afghanistan Breshna Sherkat (DABS), the national power utility of Afghanistan. The PPA has a duration of 20 years and a price of $0.085/kWh
HuwRMY66;10794;;;;;"Asian Development Bank (ADB) and the Canadian Climate Fund for the Private Sector are providing a $7.85 million loan to a Turkish company (77 Group) to complete the project.  

However information on loan agreement was not found online."
v7hftb_M;10796;;;;21;The power generated from the project is sold to Tenaga Nasional under a power purchase agreement for a period of 21 years. The contracted capacity is 30MW. The power plant is capable of supplying electricity to 20,000 households and it is estimated the use of solar energy for these households can reduce carbon dioxide emissions by 760 million tonnes over a 21-year period.
ezS9c_rd;10797;;2024;2064;40;Concession is for a period of 40 years subject to renewal
MUNoM_Vn;10801;;2009;;;
HQAJChmi;10804;;2021-11;;20;"The project construction commenced in 2020 and subsequently entered into commercial operation in November 2021.

The power generated from the project is sold to Electric Power Generation Enterprise under a power purchase agreement for a period of 20 years, starting from 2021."
9HPEcz-w;10808;;2017-2;;;The project got commissioned in February 2017.
Zbj2Bwiy;10811;;;;20;The project is over its 20-year operations period,
I2qHekow;10814;;2020;2050;30;The agreements made with local communities was 30 years which cover the crediting period of 20 years.
LjbF-Lih;10819;;;;30;The project enters into 30-year land leases with the smallholder farmers and village councils who own the project land both where tree nurseries have been established and trees are planted. 
lFvXZa7f;10825;TF-B2488;2021-03-19;2025-09-30;4;"https://documents1.worldbank.org/curated/en/217241616437987719/text/Official-Documents-Loan-Agreement-for-SCF-Loan-TF0B2488.txt


Although this was the first contract, there has been additional funding of 12 million through project: Additional Financing for Forests for Prosperity   (P181002)
"
v2sKn4vP;10826;041062500046 ;2010-03-15;2059-03-15;49;"Cadastral number - 5925387300:01:004:0290 
Size - 1.349 ha"
ONaRHua8;10826;041062500045 ;2010-03-15;2059-03-15;49;"Cadastral number - 5925387300:01:001:0800
Size - 5.8011 ha"
KMbQFoyR;10826;№041062500044 ;2010-03-15;2059-03-15;49;"Cadastral number - 5925387300:01:002:0460
Size - 4.7642 ha"
mTW4IzFT;10826;041062500043;2010-03-15;2059-03-15;49;"Cadastral number - 5925387300;01:004:0291
Size - 4.7703 ha"
flVyYXYL;10826;041062500042;2010-03-15;2059-03-15;49;"Cadastral number - 5925387300:02:004:1676
Size - 0.8931 ha"
Vq2jLpFi;10826;19901105;2017-03-27;2024-03-27;7;"Cadastral number - 925387300:01:004:0296
Size - 2.4663 ha"
HkUaONOw;10826;19901103;2017-03-27;2024-03-27;7;"Cadastral number - 925387300:01:004:0297
Size - 3.5949 ha"
2f9nhx2N;10836;;;;5;The power generated from the project is sold to Electricity Generating Authority of Thailand under a power purchase agreement for 5 years from 2018. The contracted capacity is 90MW.
Igc4GEoi;10838;Document No. 61/UBND-KT;2017-06-01;;;
ejVU9Yfi;10841;;;;20;In a historic move towards sustainable energy, Rividhanavai (Private) Limited and the Ceylon Electricity Board (CEB) entered into a 20-year Power Purchase Agreement (PPA) for a groundbreaking 100MW Solar PV Project at Siyambalanduwa on 8th February 2024.
QC4h0whK;10845;N/A;2014;2054;40;The construction was executed under the approval of the Ministry of Mines and Energy (MME) in January 2014. The project was put into operation in 2017 and fully generated power in December 2018.The project takes the form of BOT (Build-Operate-Transfer), with a commercial operation period of 40 years, then the ownership will be transferred to Cambodia. 
CqYwg9p7;10849;SK.180/Menhut-II/2013;2013-03-21;2073-03-21;60;The license type of RAPP and RPE is an Industrial Plantation Timber Forest Product Management Business License (IUPHHK-HTI) with a duration of 60 years.
ki_8K-jh;10855;;;;20;
LCPYDFEm;10857;N/A;2012-11-26;;;
J599us0-;10860;;2022-10-02;2062-09;40;
ugu1VE5Y;10861;N/A;2009;;45;
3rx812gt;10862;;2017;2042;25;
5PsrUaLs;10877;ECC-OL-R01-2022-0228;2022-02-28;;;
6PIXI3Rt;10877;ECC-OL-R01-2022-0227;2022-02-27;;;
plKoNN36;10881;Decision 39/2018;2010-01-01;;20;"Power Purchase Agreement:

EVN buys power at 8.5 US cents/kWh (₫1,927/kWh) for 20 years"
dozShHmZ;10881;;2020-01-01;;50;"Land Lease Agreement: BIM Wind Power JSC & Ninh Thuan Provincial Government

Key Terms:
State leases 30.8 ha land for wind power, payment of lease fees"
DBFwGqYG;10881;;2020-01-01;;;"Engineering, Procurement & Construction:

GE delivers and installs 22 x 4MW turbines; EPC turnkey delivery
"
lMSWiN8d;10881;;2021-09-30;;15;"Operations & Maintenance:

BIM Wind Power JSC & GE Renewable Energy:

Key Terms:

GE maintains turbines, ensures availability, conducts repairs"
FgNdTVe9;10881;;2022-12-01;;15;"ADB Loan Agreement: BIM Wind Power JSC & ADB

Key Terms: $107M loan for refinancing, includes ADB’s own & mobilized funds"
RNfABEyn;10881;;2022-12-01;;15;"Parallel Loan Agreements (JICA, HKMC, ING, SMBC, Cathay United)

Parties involved: BIM Wind Power JSC & Syndicate 

$82M syndicated loans: JICA, HKMC, ING, SMBC, Cathay United"
RsU90FBq;10881;;;;;"Gold Standard Carbon Credit Registration

BIM Wind Power JSC & The Gold Standard Foundation

Generates carbon credits (~273,800/year) for offset markets"
aKnjY0bb;10882;;2009-05-14;;;"Initial Investment Approval (2009):

Provincial approval to invest in a 32 MW wind farm. Provided the first official green light for the project’s implementation, aligning with power development plans​. Note: This approval pre-dated later land-use conflicts."
2EneZ6f7;10882;;;;;"Investment Certificate (2011):

Investment license issued by Bình Thuận People’s Committee to the initial developer (Asia Renewable Energy JSC) for a 32 MW onshore wind project​. Project implementation stalled due to land compensation and titania reserve issues​
"
p7Xb5JS3;10882;CDM Project #7280​;2013-04-01;2020-03-31;;"CDM Registration (UNFCCC Project 7280):

Registration of the wind project under the Clean Development Mechanism (CDM)​. The project was approved as CDM Project 7280 with an initial 7-year crediting period (renewable) for carbon emission reductions."
LjsfnhyV;10882;;;;;"Carbon Credit Purchase Agreement

Agreement (ERPA) with Vitol S.A. for the purchase of carbon credits (CERs) generated by the project under the CDM. Vitol was an authorized participant/buyer of the project’s CERs​. (This provided additional revenue via ~50,545 tCO₂/yr in CERs​
"
3qLLiRT-;10882;;2017-01-01;2021-10-01;;"Revised Investment Decision (2017):

New investment registration for the project under VNECO (Vietnam Electricity Construction JSC) after project transfer. The wind farm (32 MW on 141 ha) was licensed in 2017​, with an option to add a solar plant (total hybrid 92 MW)​. 
Original deadline Q3 2018​; extended to June 2020​ due to delays, and further extended to 30/10/2021 by provincial authorities​.
"
uAoWpuS_;10882;Decision 3682/QĐ-UBND;2020-07-22;;;"Detailed Plan Approval (2020)

Official approval of the 1:500 scale detailed construction plan for the Thuan Nhien Phong Wind Farm. Cleared the project’s design and land layout for construction​. This was a prerequisite for construction permitting in the province."
